Date,Open,High,Low,Close,Adj Close,Volume
2020-05-15,48400,48450,47700,47850,45877.98828,18463118
2020-05-18,47950,49100,47600,48800,46788.83594,20481981
2020-05-19,50100,50500,49700,50300,48227.01563,25168295
2020-05-20,50000,50200,49800,50000,47939.38281,14896899
2020-05-21,50300,50400,49850,49950,47891.4375,14949266
2020-05-22,49600,49800,48600,48750,46740.89453,19706284
2020-05-25,48750,48900,48450,48850,46836.77344,14337913
2020-05-26,48700,49450,48600,49250,47220.28906,15127490
2020-05-27,48950,50000,48800,49900,47843.5,19548479
2020-05-28,51100,51200,49900,50400,48322.89844,31309318
2020-05-29,50000,50700,49700,50700,48610.53125,27596961
2020-06-01,50800,51200,50600,51200,49089.92188,16949183
2020-06-02,51000,51500,50800,51400,49281.67969,14247933
2020-06-03,51800,55000,51700,54500,52253.92578,49257814
2020-06-04,55800,57000,54600,54600,52349.80859,40220334
2020-06-05,54400,55900,54000,55500,53212.71094,22743629
2020-06-08,56400,56500,54700,54900,52637.4375,25634965
2020-06-09,55800,56500,54400,55500,53212.71094,23998831
2020-06-10,55100,55900,54900,55400,53116.83594,16742493
2020-06-11,54500,55100,53200,54300,52062.16797,33815123
2020-06-12,52100,52800,51500,52300,50144.58984,26976019
2020-06-15,51400,52000,49900,49900,47843.5,28772921
2020-06-16,51200,52100,50600,52100,49952.83203,21808375
2020-06-17,52100,52900,51300,52200,50048.71094,26672595
2020-06-18,52200,52300,51600,52300,50144.58984,15982926
2020-06-19,52600,52900,51600,52900,50719.86328,18157985
2020-06-22,52000,52600,51800,52000,49856.95313,13801350
2020-06-23,52500,52800,51100,51400,49281.67969,18086152
2020-06-24,51900,53900,51600,52900,50719.86328,24519552
2020-06-25,52100,53000,51900,51900,49761.07813,18541624
2020-06-26,52800,53900,52200,53300,51103.38281,21575360
2020-06-29,52500,53200,52000,52400,50576.37891,17776925
2020-06-30,53900,53900,52800,52800,50962.46094,21157172
2020-07-01,53400,53600,52400,52600,50769.41797,16706143
2020-07-02,52100,52900,52100,52900,51058.98047,14142583
2020-07-03,53000,53600,52700,53600,51734.61719,11887868
2020-07-06,54000,55000,53800,55000,53085.89453,19856623
2020-07-07,55800,55900,53400,53400,51541.57813,30760032
2020-07-08,53600,53900,52900,53000,51155.49609,19664652
2020-07-09,53200,53600,52800,52800,50962.46094,17054850
2020-07-10,53100,53200,52300,52700,50865.94141,13714746
2020-07-13,53300,53800,53100,53400,51541.57813,12240188
2020-07-14,53700,53800,53200,53800,51927.65625,14269484
2020-07-15,54400,55000,54300,54700,52796.33594,24051450
2020-07-16,54800,54800,53800,53800,51927.65625,16779127
2020-07-17,54200,54700,54100,54400,52506.77734,10096174
2020-07-20,54800,54800,54000,54200,52313.73828,10507530
2020-07-21,55200,55400,54800,55300,53375.45313,18297260
2020-07-22,55300,55500,54700,54700,52796.33594,12885057
2020-07-23,54700,54700,53800,54100,52217.21484,16214932
2020-07-24,54000,54400,53700,54200,52313.73828,10994535
2020-07-27,54300,55700,54300,55600,53665.01172,21054421
2020-07-28,57000,58800,56400,58600,56560.60547,48431566
2020-07-29,60300,60400,58600,59000,56946.6875,36476611
2020-07-30,59700,60100,59000,59000,56946.6875,19285354
2020-07-31,59500,59600,57700,57900,55884.96875,21943345
2020-08-03,57800,57900,56700,56800,54823.25,21158940
2020-08-04,57200,58100,57000,57300,55305.85156,19419694
2020-08-05,57300,57500,56300,56900,54919.77344,17739706
2020-08-06,57100,58400,57100,58000,55981.48828,21625874
2020-08-07,57900,58400,57100,57500,55498.89063,18751717
2020-08-10,57600,58300,57500,57800,55788.44922,17774291
2020-08-11,58000,59500,57800,58200,56174.53125,24907912
2020-08-12,58200,59000,57700,59000,56946.6875,18573934
2020-08-13,59400,59600,58000,58700,56657.13281,22089460
2020-08-14,58000,58400,57700,58000,55981.48828,15672548
2020-08-18,58900,59900,58000,58400,56367.56641,25307825
2020-08-19,59000,59200,57800,57800,55788.44922,16930719
2020-08-20,57600,57600,55300,55400,53471.97656,30386029
2020-08-21,56200,56900,55800,55900,53954.57422,21142288
2020-08-24,55800,56600,55400,56100,54147.60938,15055896
2020-08-25,56400,56800,56100,56400,54437.17578,14021705
2020-08-26,56400,56500,55700,56400,54437.17578,17651593
2020-08-27,56300,56300,55600,55600,53665.01172,16196568
2020-08-28,56100,56300,55400,55400,53471.97656,14619888
2020-08-31,56000,56100,54000,54000,52120.69531,32671367
2020-09-01,54100,54800,54100,54200,52313.73828,19363117
2020-09-02,54600,55100,54100,54400,52506.77734,16905723
2020-09-03,55600,56700,55500,56400,54437.17578,28384920
2020-09-04,55200,55800,55100,55600,53665.01172,22139109
2020-09-07,56100,57300,55800,56500,54533.69141,18685880
2020-09-08,57400,58700,57200,58700,56657.13281,31517520
2020-09-09,58200,59300,57800,58400,56367.56641,30597399
2020-09-10,59900,60000,59100,59200,57139.72656,29923293
2020-09-11,59300,59400,58200,59000,56946.6875,16017098
2020-09-14,60200,60800,59900,60400,58297.96484,20648281
2020-09-15,60900,61000,60500,61000,58877.08203,17877075
2020-09-16,61100,61300,60600,61000,58877.08203,17041444
2020-09-17,60700,60800,59300,59500,57429.28516,25108356
2020-09-18,59800,59900,59100,59300,57236.24609,18884571
2020-09-21,59100,60000,59000,59200,57139.72656,15140387
2020-09-22,59100,59700,57800,58200,56174.53125,20830381
2020-09-23,58400,58800,57400,58600,56560.60547,20111398
2020-09-24,57700,58600,57600,57800,55788.44922,17564020
2020-09-25,57700,58200,57700,57900,55884.96875,11444683
2020-09-28,58300,58800,57900,58200,56520.09375,12614080
2020-09-29,58300,59000,58200,58200,56520.09375,15503563
2020-10-05,57500,59200,57500,58700,57005.66016,20228289
2020-10-06,59400,59900,58700,59000,57297.00391,14463826
2020-10-07,58700,59900,58500,59900,58171.02344,14861838
2020-10-08,60500,60700,59500,59700,57976.79688,24589924
2020-10-12,60000,60400,59900,60400,58656.58984,16145837
2020-10-13,61000,61400,60400,60900,59142.16016,19247631
2020-10-14,61000,61100,60500,60900,59142.16016,16086716
2020-10-15,60700,60800,59700,60000,58268.13672,17756232
2020-10-16,60000,60400,59000,59500,57782.56641,16554190
2020-10-19,59600,60200,59500,60000,58268.13672,14474985
2020-10-20,60300,60900,60100,60900,59142.16016,19326115
2020-10-21,61200,61500,60600,60900,59142.16016,15703443
2020-10-22,60300,60500,59800,60100,58365.25391,14294095
2020-10-23,60400,60400,59800,60200,58462.36328,9322232
2020-10-26,60400,61100,60100,60400,58656.58984,13268226
2020-10-27,60300,60300,59500,59800,58073.91016,17260416
2020-10-28,59400,59400,58800,59000,57297.00391,14428882
2020-10-29,58200,58500,57500,58100,56422.98047,22636966
2020-10-30,58000,58000,56600,56600,54966.27734,26907844
2020-11-02,56400,57500,56000,57400,55743.18359,20489076
2020-11-03,57900,58900,57600,58800,57102.77734,14950919
2020-11-04,58900,59000,57800,58500,56811.43359,21718561
2020-11-05,59000,60300,58800,60300,58559.48047,20639475
2020-11-06,60700,60800,59600,60100,58365.25391,16910230
2020-11-09,60700,60900,60100,60200,58462.36328,15892961
2020-11-10,60500,60500,59500,60200,58462.36328,19073552
2020-11-11,60700,61400,60400,61300,59530.61328,25628510
2020-11-12,61000,61400,60700,61000,59239.27344,19800573
2020-11-13,61300,63200,61000,63200,61375.77344,31508829
2020-11-16,64000,66700,63900,66300,64386.29297,36354334
2020-11-17,67000,67000,65600,65700,63803.60938,30204089
2020-11-18,65700,66200,64700,64800,62929.58594,22963790
2020-11-19,64100,64800,63900,64600,62735.35938,16590290
2020-11-20,63900,65200,63900,64700,62832.47656,15068682
2020-11-23,64800,67800,64700,67500,65551.65625,27134398
2020-11-24,67900,69500,67000,67700,65745.88281,32158235
2020-11-25,67900,68300,66500,66600,64677.63281,32447065
2020-11-26,66100,68000,66000,68000,66037.21875,19023323
2020-11-27,68000,68400,67600,68200,66231.45313,14063434
2020-11-30,68400,68600,66700,66700,64774.74609,43811016
2020-12-01,67100,68300,67100,67800,65842.99219,22327173
2020-12-02,68400,69900,68300,69500,67493.92969,29703942
2020-12-03,70100,70500,69300,69700,67688.14844,23677989
2020-12-04,70400,72100,70100,71500,69436.19531,28130533
2020-12-07,72400,73500,71900,72900,70795.78906,28490496
2020-12-08,72200,72900,71600,71700,69630.42969,25000338
2020-12-09,72100,73900,72000,73900,71766.92188,24077996
2020-12-10,72700,73800,72500,72900,70795.78906,39882928
2020-12-11,73500,73800,73100,73400,71281.35938,18486672
2020-12-14,73600,74500,73200,73800,71669.8125,21510415
2020-12-15,73800,74100,73300,73800,71669.8125,20863671
2020-12-16,74100,74500,73400,73800,71669.8125,17512081
2020-12-17,73400,73700,72600,73300,71184.24219,24293214
2020-12-18,73300,73700,73000,73000,70892.90625,17613029
2020-12-21,73100,73400,72000,73000,70892.90625,20367355
2020-12-22,72500,73200,72100,72300,70213.10156,16304910
2020-12-23,72400,74000,72300,73900,71766.92188,19411326
2020-12-24,74100,78800,74000,77800,75554.35156,32502870
2020-12-28,79000,80100,78200,78700,76428.375,40085044
2020-12-29,78800,78900,77300,78300,77953.60156,30339449
2020-12-30,77400,81300,77300,81000,80641.65625,29417421
2021-01-04,81000,84400,80200,83000,82632.80469,38655276
2021-01-05,81600,83900,81600,83900,83528.82031,35335669
2021-01-06,83300,84500,82100,82200,81836.34375,42089013
2021-01-07,82800,84200,82700,82900,82533.25,32644642
2021-01-08,83300,90000,83000,88800,88407.14844,59013307
2021-01-11,90000,96800,89500,91000,90597.41406,90306177
2021-01-12,90300,91400,87800,90600,90199.17969,48682416
2021-01-13,89800,91200,89100,89700,89303.16406,36068848
2021-01-14,88700,90000,88700,89700,89303.16406,26393970
2021-01-15,89800,91800,88000,88000,87610.6875,33431809
2021-01-18,86600,87300,84100,85000,84623.95313,43227951
2021-01-19,84500,88000,83600,87000,86615.10938,39895044
2021-01-20,89000,89000,86500,87200,86814.22656,25211127
2021-01-21,87500,88600,86500,88100,87710.24219,25318011
2021-01-22,89000,89700,86800,86800,86415.99219,30861661
2021-01-25,87000,89900,86300,89400,89004.49219,27258534
2021-01-26,88800,89200,86500,86700,86316.4375,33178936
2021-01-27,86600,87700,85600,85600,85221.30469,26423070
2021-01-28,83200,85600,83200,83700,83329.71094,31859808
2021-01-29,84500,85000,82000,82000,81637.22656,39615978
2021-02-01,81700,83400,81000,83000,82632.80469,28046832
2021-02-02,84100,86400,83700,84400,84026.60938,26302077
2021-02-03,84800,85400,83400,84600,84225.72656,22112205
2021-02-04,83500,83800,82100,82500,82135.01563,24171688
2021-02-05,83100,84000,82500,83500,83130.59375,18036835
2021-02-08,83800,84200,83000,83000,82632.80469,15338765
2021-02-09,84000,84800,82700,82700,82334.13281,20898332
2021-02-10,82600,82600,81600,81600,81239,23025766
2021-02-15,83800,84500,83300,84200,83827.5,23529706
2021-02-16,84500,86000,84200,84900,84524.39844,20483100
2021-02-17,83900,84200,83000,83200,82831.92188,18307735
2021-02-18,83200,83600,82100,82100,81736.78906,21327683
2021-02-19,82300,82800,81000,82600,82234.57813,25880879
2021-02-22,83800,84200,82200,82200,81836.34375,25419886
2021-02-23,81200,82900,81100,82000,81637.22656,20587314
2021-02-24,81800,83600,81300,82000,81637.22656,26807651
2021-02-25,84000,85400,83000,85300,84922.63281,34155986
2021-02-26,82800,83400,82000,82500,82135.01563,38520800
2021-03-02,85100,85300,83000,83600,83230.14844,33498180
2021-03-03,83500,84000,82800,84000,83628.38281,19882132
2021-03-04,82600,83200,82200,82400,82035.46094,24348331
2021-03-05,81100,82600,81100,82100,81736.78906,20508971
2021-03-08,82900,83000,81600,82000,81637.22656,17641256
2021-03-09,81400,81900,80600,81400,81039.88281,25420764
2021-03-10,82400,82500,80700,80900,80542.09375,20038422
2021-03-11,81000,82500,81000,82000,81637.22656,23818297
2021-03-12,83100,83500,82400,82800,82433.6875,13530573
2021-03-15,82800,82900,81800,81800,81438.11719,13735798
2021-03-16,82200,83000,82100,82800,82433.6875,12293537
2021-03-17,82800,82900,82000,82300,81935.89844,11625146
2021-03-18,82800,83800,82600,82900,82533.25,18585244
2021-03-19,82100,82500,81800,81900,81537.67188,15869700
2021-03-22,82000,82300,81700,82000,81637.22656,12670506
2021-03-23,82600,82900,81800,81800,81438.11719,13299907
2021-03-24,81000,81600,80700,81000,80641.65625,17926638
2021-03-25,81000,82100,80800,81200,80840.76563,14758826
2021-03-26,81400,81600,81000,81500,81139.4375,12845778
2021-03-29,81700,81700,81000,81600,81239,14952134
2021-03-30,81600,82300,81300,82200,82200,13121698
2021-03-31,82400,82700,81400,81400,81400,17240518
2021-04-01,82500,83000,82000,82900,82900,18676461
2021-04-02,84000,85200,83900,84800,84800,22997538
2021-04-05,85800,86000,84800,85400,85400,16255990
2021-04-06,86200,86200,85100,86000,86000,19042023
2021-04-07,86100,86200,85400,85600,85600,17885538
2021-04-08,85700,85700,84100,84700,84700,19244259
2021-04-09,84700,84900,83400,83600,83600,18193707
2021-04-12,84100,84100,83100,83200,83200,12915282
2021-04-13,83000,84500,82800,84000,84000,15238206
2021-04-14,84000,84300,83400,84000,84000,13794652
2021-04-15,83700,84500,83400,84100,84100,16377412
2021-04-16,84700,84700,83600,83900,83900,15429522
2021-04-19,83800,84000,83300,83300,83300,15287311
2021-04-20,83300,84000,83100,83900,83900,15521965
2021-04-21,83300,83500,82500,82600,82600,21636079
2021-04-22,82900,83000,82400,82400,82400,13934746
2021-04-23,81900,82900,81600,82800,82800,17805080
2021-04-26,82900,83500,82600,83500,83500,15489938
2021-04-27,83200,83300,82500,82900,82900,12941533
2021-04-28,83200,83200,82100,82100,82100,15596759
2021-04-29,82400,82500,81500,81700,81700,20000973
2021-04-30,81900,82100,81500,81500,81500,18673197
2021-05-03,81000,82400,81000,81700,81700,15710336
2021-05-04,81900,82600,81800,82600,82600,12532550
2021-05-06,81700,82300,81700,82300,82300,17047511
2021-05-07,81800,82100,81500,81900,81900,14154882
2021-05-10,82300,83500,81800,83200,83200,19385027
2021-05-11,82500,82600,81100,81200,81200,28996680
2021-05-12,80800,81200,79800,80000,80000,35812268
2021-05-13,78900,79600,78400,78500,78500,31490096
2021-05-14,79000,80300,78900,80100,80100,16450920
2021-05-17,80800,80900,79200,79600,79600,17740855
2021-05-18,79600,80000,79100,79600,79600,17494407
2021-05-20,79400,79700,79100,79500,79500,16541828
2021-05-21,80100,81500,79800,80100,80100,20961714
2021-05-24,80100,80400,79500,79700,79700,13398666
2021-05-25,80000,80400,79800,79900,79900,13628942
2021-05-26,80400,80500,79700,79800,79800,11984359
2021-05-27,80000,80000,79100,79600,79600,23198510
2021-05-28,79800,80400,79400,80100,80100,12360199
2021-05-31,80300,80600,79600,80500,80500,13321324
2021-06-01,80500,81300,80100,80600,80600,14058401
2021-06-02,80400,81400,80300,80800,80800,16414644
2021-06-03,81300,83000,81100,82800,82800,29546007
2021-06-04,82700,82700,81500,82200,82200,18112259
2021-06-07,82700,82800,81600,81900,81900,16496197
2021-06-08,82300,82600,81800,81900,81900,12678190
